Game,School,Year,opp_name,same_conf,outcome,pts,opp_pts,home game,height diversity,ethnic diversity,region diversity,class diversity,school diversity,degree diversity,experience with opponent,experience in arena,conference size,conf_wl,opp_games_played,opponent win:loss
11,harvard,2008,Long Island University,0,-11,77,88,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,1,11,0.64,29,0.345
12,harvard,2008,Vermont,0,-5,68,73,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,13,9,0.583,33,0.758
13,harvard,2008,Northeastern,0,-3,73,76,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,1,12,0.642,32,0.406
14,harvard,2008,Sacred Heart,0,-9,66,75,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,1,11,0.64,32,0.563
15,harvard,2008,UC-Irvine,0,-3,77,80,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,13,9,0.583,33,0.455
16,harvard,2008,Dartmouth,1,26,82,56,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,27,0.333
17,harvard,2008,Colgate,0,20,77,57,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,1,13,8,0.6,29,0.345
18,harvard,2008,Dartmouth,1,-17,56,73,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,27,0.333
19,harvard,2008,Pennsylvania,1,-4,69,73,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,31,0.71
20,harvard,2008,Princeton,1,-14,54,68,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,28,0.393
21,harvard,2008,Yale,1,-13,70,83,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,27,0.519
22,harvard,2008,Brown,1,-20,51,71,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,29,0.379
23,harvard,2008,Cornell,1,-1,71,72,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,28,0.571
24,harvard,2008,Columbia,1,-9,64,73,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,28,0.571
25,harvard,2008,Princeton,1,7,74,67,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,28,0.393
26,harvard,2008,Pennsylvania,1,10,89,79,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,31,0.71
27,harvard,2008,Columbia,1,-7,54,61,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,28,0.571
28,harvard,2008,Cornell,1,-33,53,86,0,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,1,8,0.6,28,0.571
29,harvard,2008,Brown,1,-16,62,78,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,29,0.379
30,harvard,2008,Yale,1,-16,65,81,1,0,0.43877551,0.704081633,0.408163265,0.489795918,0.602040816,2,13,8,0.6,27,0.519
1,harvard,2009,New Hampshire,0,11,80,69,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,9,0.583,29,0.31
2,harvard,2009,Colorado,0,-13,57,70,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,12,0.642,32,0.375
3,harvard,2009,Holy Cross,0,10,69,59,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,8,0.6,29,0.517
4,harvard,2009,Army,0,12,66,54,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,8,0.6,30,0.467
5,harvard,2009,Boston University,0,-16,59,75,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,9,0.583,31,0.452
6,harvard,2009,Colgate,0,3,67,64,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,8,0.6,32,0.563
7,harvard,2009,Northeastern,0,-5,71,76,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,12,0.642,31,0.452
8,harvard,2009,George Washington,0,-15,63,78,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,14,0.631,26,0.346
9,harvard,2009,Rice,0,-4,63,67,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,12,0.642,30,0.1
10,harvard,2009,Maine,0,13,76,63,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,9,0.583,30,0.233
11,harvard,2009,Daniel Webster,0,43,94,51,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,0,0,0,0
12,harvard,2009,William &amp; Mary,0,-13,54,67,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,12,0.642,0,0
13,harvard,2009,Santa Clara,0,5,73,68,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,13,8,0.6,31,0.484
14,harvard,2009,Boston College,0,12,82,70,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,1,1,12,0.642,31,0.452
15,harvard,2009,Dartmouth,1,1,63,62,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,28,0.357
16,harvard,2009,Dartmouth,1,-9,66,75,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,28,0.357
17,harvard,2009,Pennsylvania,1,-6,60,66,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,31,0.419
18,harvard,2009,Princeton,1,-6,71,77,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,29,0.207
19,harvard,2009,Yale,1,-21,66,87,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,28,0.464
20,harvard,2009,Brown,1,1,64,63,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,29,0.655
21,harvard,2009,Cornell,1,-21,75,96,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,28,0.786
22,harvard,2009,Columbia,1,-1,59,60,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,29,0.483
23,harvard,2009,Princeton,1,-3,55,58,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,29,0.207
24,harvard,2009,Pennsylvania,1,6,66,60,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,31,0.419
25,harvard,2009,Columbia,1,9,72,63,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,29,0.483
26,harvard,2009,Cornell,1,1,71,70,1,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,13,8,0.6,28,0.786
27,harvard,2009,Brown,1,-2,59,61,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,29,0.655
28,harvard,2009,Yale,1,10,69,59,0,0.132653061,0.520408163,0.602040816,0.132653061,0.459183673,0.581632653,2,1,8,0.6,28,0.464
1,harvard,2010,Holy Cross,0,10,87,77,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,8,0.6,32,0.563
2,harvard,2010,William &amp; Mary,0,2,87,85,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,12,0.642,0,0
3,harvard,2010,Bryant,0,26,77,51,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,11,0.64,0,0
4,harvard,2010,Army,0,-3,53,56,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,8,0.6,30,0.367
5,harvard,2010,New Hampshire,0,18,78,60,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,9,0.583,30,0.467
6,harvard,2010,Boston University,0,8,78,70,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,9,0.583,30,0.567
7,harvard,2010,Rice,0,21,85,64,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,12,0.642,32,0.313
8,harvard,2010,Connecticut,0,-6,73,79,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,16,0.626,36,0.861
9,harvard,2010,Boston College,0,7,74,67,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,12,0.642,34,0.647
10,harvard,2010,Georgetown,0,-16,70,86,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,16,0.626,31,0.516
11,harvard,2010,Massachusetts Institute of Technology,0,27,88,61,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,0,0,0,0
12,harvard,2010,George Washington,0,13,66,53,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,13,14,0.631,28,0.357
13,harvard,2010,Seattle,0,21,92,71,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,2,0.552,0,0
14,harvard,2010,Santa Clara,0,8,74,66,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,8,0.6,33,0.485
15,harvard,2010,Dartmouth,1,29,76,47,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,28,0.321
16,harvard,2010,Dartmouth,1,4,62,58,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,28,0.321
17,harvard,2010,Columbia,1,29,74,45,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,28,0.429
18,harvard,2010,Cornell,1,-36,50,86,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,31,0.677
19,harvard,2010,Princeton,1,-3,53,56,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,27,0.481
20,harvard,2010,Pennsylvania,1,14,80,66,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,28,0.357
21,harvard,2010,Yale,1,3,82,79,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,28,0.464
22,harvard,2010,Brown,1,14,81,67,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,28,0.321
23,harvard,2010,Cornell,1,-9,70,79,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,31,0.677
24,harvard,2010,Columbia,1,20,77,57,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,28,0.429
25,harvard,2010,Brown,1,20,91,71,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,28,0.321
26,harvard,2010,Yale,1,20,78,58,1,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,13,8,0.6,28,0.464
27,harvard,2010,Pennsylvania,1,1,67,66,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,28,0.357
28,harvard,2010,Princeton,1,-3,51,54,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,2,1,8,0.6,27,0.481
29,harvard,2010,Appalachian State,0,-22,71,93,0,0,0.459183673,0.663265306,0,0.132653061,0.602040816,1,1,12,0.642,31,0.419
1,harvard,2011,George Mason,0,-13,53,66,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,12,0.642,32,0.531
2,harvard,2011,Holy Cross,0,23,72,49,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,8,0.6,31,0.29
3,harvard,2011,Mercer,0,6,75,69,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,11,0.64,33,0.485
4,harvard,2011,Bryant,0,3,69,66,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,12,0.642,0,0
5,harvard,2011,Colorado,0,16,82,66,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,12,0.642,31,0.484
6,harvard,2011,Fordham,0,23,80,57,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,14,0.631,28,0.071
7,harvard,2011,Michigan,0,-3,62,65,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,11,0.64,32,0.469
8,harvard,2011,Worcester Tech,0,15,69,54,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,0,0,0,0
9,harvard,2011,Boston University,0,16,87,71,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,9,0.583,35,0.6
10,harvard,2011,Connecticut,0,-29,52,81,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,16,0.626,34,0.529
11,harvard,2011,Monmouth,0,5,74,69,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,12,0.642,31,0.387
12,harvard,2011,Massachusetts Institute of Technology,0,26,84,58,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,14,0,0,0,0
13,harvard,2011,Boston College,0,9,78,69,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,12,0.642,31,0.484
14,harvard,2011,Dartmouth,1,15,68,53,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,28,0.179
15,harvard,2011,George Washington,0,5,67,62,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,14,0.631,31,0.516
16,harvard,2011,Dartmouth,1,9,59,50,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,28,0.179
17,harvard,2011,Columbia,1,11,77,66,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,28,0.393
18,harvard,2011,Cornell,1,21,78,57,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,34,0.853
19,harvard,2011,Princeton,1,-4,61,65,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,3,1,8,0.6,31,0.71
20,harvard,2011,Pennsylvania,1,1,83,82,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,28,0.214
21,harvard,2011,Yale,1,3,78,75,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,31,0.387
22,harvard,2011,Brown,1,7,85,78,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,31,0.355
23,harvard,2011,Cornell,1,13,73,60,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,34,0.853
24,harvard,2011,Columbia,1,19,61,42,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,28,0.393
25,harvard,2011,Brown,1,6,74,68,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,31,0.355
26,harvard,2011,Yale,1,-1,69,70,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,1,8,0.6,31,0.387
27,harvard,2011,Pennsylvania,1,15,79,64,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,2,14,8,0.6,28,0.214
28,harvard,2011,Princeton,1,12,79,67,1,0,0.360110803,0.764542936,0,0.188365651,0.498614958,3,14,8,0.6,31,0.71
29,harvard,2011,Princeton,1,-1,62,63,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,3,0,8,0.6,31,0.71
30,harvard,2011,Oklahoma State,0,-17,54,71,0,0,0.360110803,0.764542936,0,0.188365651,0.498614958,1,1,12,0.642,33,0.667
1,harvard,2012,Massachusetts Institute of Technology,0,27,76,49,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,12,0,0,0,0
2,harvard,2012,Holy Cross,0,9,73,64,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,8,0.6,29,0.276
3,harvard,2012,Loyola Marymount,0,10,77,67,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,9,0.583,32,0.344
4,harvard,2012,Utah,0,28,75,47,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,0,12,0.642,31,0.419
5,harvard,2012,Florida State,0,5,46,41,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,2,12,0.642,34,0.676
6,harvard,2012,Central Florida,0,10,59,49,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,2,12,0.642,33,0.636
7,harvard,2012,Vermont,0,7,55,48,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,9,0.583,32,0.719
8,harvard,2012,Seattle,0,10,80,70,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,12,3,0.549,31,0.355
9,harvard,2012,Connecticut,0,-14,53,67,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,16,0.626,41,0.78
10,harvard,2012,Boston University,0,24,76,52,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,9,0.583,35,0.6
11,harvard,2012,Florida Atlantic,0,12,63,51,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,12,12,0.642,32,0.656
12,harvard,2012,Boston College,0,21,67,46,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,12,0.642,34,0.618
13,harvard,2012,Saint Joseph's,0,5,74,69,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,12,14,0.631,33,0.333
14,harvard,2012,Fordham,0,-6,54,60,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,14,0.631,28,0.25
15,harvard,2012,Dartmouth,1,16,63,47,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.179
16,harvard,2012,Monmouth,0,9,70,61,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,12,0.642,30,0.3
17,harvard,2012,George Washington,0,21,69,48,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,12,14,0.631,31,0.548
18,harvard,2012,Dartmouth,1,16,54,38,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.179
19,harvard,2012,Yale,1,30,65,35,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.536
20,harvard,2012,Brown,1,9,68,59,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.393
21,harvard,2012,Cornell,1,11,71,60,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.357
22,harvard,2012,Columbia,1,5,57,52,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.536
23,harvard,2012,Pennsylvania,1,6,56,50,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.464
24,harvard,2012,Princeton,1,-8,62,70,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,32,0.781
25,harvard,2012,Brown,1,27,69,42,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.393
26,harvard,2012,Yale,1,15,66,51,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.536
27,harvard,2012,Princeton,1,3,67,64,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,32,0.781
28,harvard,2012,Pennsylvania,1,-1,54,55,1,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,12,8,0.6,28,0.464
29,harvard,2012,Columbia,1,7,77,70,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.536
30,harvard,2012,Cornell,1,4,67,63,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,2,1,8,0.6,28,0.357
31,harvard,2012,Vanderbilt,0,-9,70,79,0,0,0.357142857,0.785714286,0.132653061,0.244897959,0.56122449,1,1,12,0.642,34,0.676
1,harvard,2013,Massachusetts Institute of Technology,0,15,69,54,1,0.095,0.405,0.795,0.095,0.375,0.48,1,13,0,0,0,0
2,harvard,2013,Massachusetts,0,-3,64,67,0,0.095,0.405,0.795,0.095,0.375,0.48,1,1,16,0.626,37,0.676
3,harvard,2013,Manhattan,0,34,79,45,1,0.095,0.405,0.795,0.095,0.375,0.48,1,13,10,0.597,34,0.618
4,harvard,2013,Saint Joseph's,0,-19,56,75,0,0.095,0.405,0.795,0.095,0.375,0.48,1,1,16,0.626,34,0.588
5,harvard,2013,Vermont,0,-7,78,85,1,0.095,0.405,0.795,0.095,0.375,0.48,1,13,9,0.583,36,0.667
6,harvard,2013,Fordham,0,9,73,64,1,0.095,0.405,0.795,0.095,0.375,0.48,1,13,16,0.626,29,0.345
7,harvard,2013,Boston College,0,16,79,63,0,0.095,0.405,0.795,0.095,0.375,0.48,1,1,12,0.642,31,0.29
8,harvard,2013,Connecticut,0,-8,49,57,0,0.095,0.405,0.795,0.095,0.375,0.48,1,1,15,0.618,34,0.588
9,harvard,2013,Boston University,0,1,65,64,1,0.095,0.405,0.795,0.095,0.375,0.48,1,13,9,0.583,32,0.5
10,harvard,2013,Holy Cross,0,7,72,65,1,0.095,0.405,0.795,0.095,0.375,0.48,1,13,8,0.6,29,0.517
11,harvard,2013,University of California,0,5,67,62,0,0.095,0.405,0.795,0.095,0.375,0.48,1,1,12,0.642,34,0.706
12,harvard,2013,Saint Mary's (CA),0,-1,69,70,0,0.095,0.405,0.795,0.095,0.375,0.48,1,1,9,0.583,33,0.818
13,harvard,2013,Rice,0,30,92,62,0,0.095,0.405,0.795,0.095,0.375,0.48,1,0,12,0.642,35,0.543
14,harvard,2013,Dartmouth,1,10,75,65,0,0.095,0.405,0.795,0.095,0.375,0.48,2,1,8,0.6,30,0.167
15,harvard,2013,Memphis,0,-10,50,60,0,0.095,0.405,0.795,0.095,0.375,0.48,1,1,12,0.642,35,0.743
16,harvard,2013,Dartmouth,1,5,82,77,1,0.095,0.405,0.795,0.095,0.375,0.48,2,13,8,0.6,30,0.167
17,harvard,2013,Yale,1,3,67,64,1,0.095,0.405,0.795,0.095,0.375,0.48,2,13,8,0.6,29,0.655
18,harvard,2013,Brown,1,7,89,82,1,0.095,0.405,0.795,0.095,0.375,0.48,2,13,8,0.6,31,0.258
19,harvard,2013,Cornell,1,2,67,65,0,0.095,0.405,0.795,0.095,0.375,0.48,2,1,8,0.6,28,0.429
20,harvard,2013,Columbia,1,-15,63,78,0,0.095,0.405,0.795,0.095,0.375,0.48,2,1,8,0.6,30,0.5
21,harvard,2013,Pennsylvania,1,19,73,54,1,0.095,0.405,0.795,0.095,0.375,0.48,2,13,8,0.6,33,0.606
22,harvard,2013,Princeton,1,12,69,57,1,0.095,0.405,0.795,0.095,0.375,0.48,2,13,8,0.6,32,0.625
23,harvard,2013,Brown,1,18,65,47,0,0.095,0.405,0.795,0.095,0.375,0.48,2,1,8,0.6,31,0.258
24,harvard,2013,Yale,1,6,72,66,0,0.095,0.405,0.795,0.095,0.375,0.48,2,1,8,0.6,29,0.655
25,harvard,2013,Princeton,1,-5,53,58,0,0.095,0.405,0.795,0.095,0.375,0.48,2,1,8,0.6,32,0.625
26,harvard,2013,Pennsylvania,1,-3,72,75,0,0.095,0.405,0.795,0.095,0.375,0.48,2,1,8,0.6,33,0.606
27,harvard,2013,Columbia,1,5,56,51,1,0.095,0.405,0.795,0.095,0.375,0.48,2,13,8,0.6,30,0.5
28,harvard,2013,Cornell,1,9,65,56,1,0.095,0.405,0.795,0.095,0.375,0.48,2,13,8,0.6,28,0.429
29,harvard,2013,New Mexico,0,6,68,62,0,0.095,0.405,0.795,0.095,0.375,0.48,1,0,9,0.583,35,0.8
30,harvard,2013,Arizona,0,-23,51,74,0,0.095,0.405,0.795,0.095,0.375,0.48,1,0,12,0.642,35,0.657
1,harvard,2014,Holy Cross,0,10,82,72,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,0,10,0.597,30,0.4
2,harvard,2014,Massachusetts Institute of Technology,0,42,79,37,1,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,12,0,0,0,0
3,harvard,2014,Howard,0,32,76,44,1,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,12,13,0.618,31,0.226
4,harvard,2014,Bryant,0,18,86,68,1,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,12,10,0.597,31,0.613
5,harvard,2014,Colorado,0,-8,62,70,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,1,12,0.642,33,0.636
6,harvard,2014,Denver,0,8,68,60,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,2,8,0.6,32,0.688
7,harvard,2014,Green Bay,0,12,76,64,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,2,9,0.583,34,0.529
8,harvard,2014,Texas Christian,0,21,71,50,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,0,10,0.597,32,0.344
9,harvard,2014,Northeastern,0,8,72,64,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,1,9,0.583,33,0.606
10,harvard,2014,Boston University,0,11,79,68,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,1,10,0.597,30,0.567
11,harvard,2014,Vermont,0,6,74,68,1,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,12,9,0.583,33,0.636
12,harvard,2014,Fordham,0,8,94,86,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,1,13,0.618,31,0.226
13,harvard,2014,Boston College,0,15,73,58,1,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,12,15,0.618,33,0.485
14,harvard,2014,Rice,0,15,69,54,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,1,16,0.626,31,0.161
15,harvard,2014,Connecticut,0,-5,56,61,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,1,10,0.597,30,0.667
16,harvard,2014,Dartmouth,1,16,61,45,1,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,2,12,8,0.6,28,0.321
17,harvard,2014,Florida Atlantic,0,-15,53,68,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,1,1,16,0.626,32,0.438
18,harvard,2014,Dartmouth,1,30,80,50,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,2,1,8,0.6,28,0.321
19,harvard,2014,Princeton,1,6,82,76,1,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,2,12,8,0.6,28,0.607
20,harvard,2014,Pennsylvania,1,30,80,50,1,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,2,12,8,0.6,31,0.29
21,harvard,2014,Brown,1,7,52,45,1,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,2,12,8,0.6,28,0.464
22,harvard,2014,Yale,1,-7,67,74,1,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,2,12,8,0.6,31,0.452
23,harvard,2014,Columbia,1,4,88,84,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,2,1,8,0.6,28,0.429
24,harvard,2014,Cornell,1,23,67,44,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,2,1,8,0.6,31,0.419
25,harvard,2014,Pennsylvania,1,20,83,63,0,0.104938272,0.450617284,0.790123457,0.104938272,0.444444444,0.37654321,2,1,8,0.6,31,0.29
